Company,Brief Description,Protein Category,Company Focus,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,Country/Region,State,City,Website,Year Founded,Founders,Logo
"Koko
  Dairy Free","UK-based producer of vegan milk, cheese, yogurt, and spreads.",Plant-based,Dairy,End product formulation and manufacturing,"Milk,Cheese,Other dairy",,Coconut,Europe,United Kingdom,,Bromsgrove (near Birmingham),https://www.kokodairyfree.com/,2010,,logo_8c7bb7ad4ae0422576d5153feba06f16.svg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/FBr1BYgnUG5h3Dk1-ELD2g/6KW2XEy6ZtMN_S0jka7AwxwsRQmrPBClNippisWd-t_OB1IFJAbEAhtxWsGWd5KVqdfUx6_9_LDWEaHM_lKnbg2Rp1dIqgxKIuSjRXrT650I23OL-EL6BhT1CP-lS0VYI0ReInivd0xceebnjaiHsA/_YCQB7dCqPThrwKJN10kNiYOGFqul_oS7sfwCUW6gjQ)
Sojabio,"France-based producer of soy products, including tofu, cheese, and cheesy spreads.","Plant-based,Traditional fermentation","Meat,Dairy",End product formulation and manufacturing,"Other dairy,Cheese",,Soy,Europe,France,,Agen,https://sojabio.com/,2013,,sojabio.jfif (https://v5.airtableusercontent.com/v1/14/14/1674252000000/0S_NqQVnIBlktGufk4qvmA/Da_HIa_yk-H-H9AsxFPzyv3yIutSQduF-STbPAmQQhep9zIcgTEi6KtKLXYRpt63seHnb9RoazO_o_NczbcdNkV_7rh6hwcGDF5ZbWtGWGQ/n0bGnVqwVpoj5oI6FIVFaOqHNtqWfl6t3e1v-sXXteM)
Soyana,"Switzerland-based producer of soy-based alternatives to dairy, eggs, and meat. ",Plant-based,"Meat,Dairy",End product formulation and manufacturing,"Other meat,Milk,Other dairy,Cheese,Ground meat","Beef/veal,Chicken,Pork,Turkey","Soy,Wheat,Rice",Europe,Switzerland,,Schlieren,https://soyana.ch/,1981,A.W. Dänzer,soyana.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/ompUGlIImYavJsmY0_1RoA/yIjr_em_AOPRoezdkIl9bKXbL2l6zKzF7yjGtKXy_hhOB_8SJxAoZoqqDKWePHiBVZHqrr9JD9iT9en_KQpUxkjybO_y3nt9dymm8pmkziU/VEYd4RfMtvrsEIyMl6bwBMHCyX7pzFKmQX2gEMY6hiQ)
"Veggie
  Champ",German makers of plant-based meat products.,Plant-based,"Meat,Seafood",End product formulation and manufacturing,"Ground meat,Other meat","Beef/veal,Chicken,Pork,Mutton/lamb,Duck,Fish,Shellfish","Soy,Wheat",Asia Pacific,India ,,New Delhi,https://veggiechamp.in/,2008,,veggie champ.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/VZ128zxEF5GuZPLj8KomxA/5RXQ3aAfl23_tiKYMDPp8TaZK3IK6rridFQlrpsd-tec-TrAZaaG9z4RiO52L0b8BWB0loAzfR_2Wf6wf2Y4eYRjgrGq8KPXwf1Allrj3dU/rkwZNAyUoEDUxs74wDHfatKcDoa31f3D3RJ3rVLLmjE)
"Quinua
  Real","Spanish company that produces various products, including plant-based milk and ice cream",Plant-based,Dairy,End product formulation and manufacturing,Milk,,"Quinoa,Rice",Europe,Spain,,Barcelona,https://www.quinuareal.bio/en-US/,2011,,logo (2).svg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/lVUNHcVui_hny1fRawFAJg/tD1sWwmvMU4r9O9id01dTxg8F9oP501FEsEodMfc4DcHwucWtvN6d7UoU-UPhyJbNccburFFAu_wU_AKyfOD7iLI8YEVVHhsDhro5O6mMgs/2Uah5RPf7d_jGvzOyuzZtgx65zewacZ60yyRwVBrpC4)
Heck,UK-based company that produces animal- and plant-based meat products.,Plant-based,Meat,End product formulation and manufacturing,"Whole muscle meat,Ground meat","Chicken,Beef/veal","Pea,Potato",Europe,United Kingdom,,Bedale,https://www.heckfood.co.uk/,2012,,rainbow_logo_eps_2000px_800x.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/W4GhTIMZnwcO2g2Cy6mX3g/uVJNiRt6PCVqZEkYkQpk5UIHC9nL2GV9aPmTwLi3gUhNFaqmIYfjSTEgGg2KIVe7yNE_dwG6D9xnieFREAFYUxge14ERJ31qW_oYt6nh1a--9rdf0JxyiqrXFQXwMFfx/fZODkYd74WElgaNdSWwxTArSoSb6tHaNO6Rsfo7H7po)
"Veggie
  Gourmet GmbH","German makers of plant-based nuggets, schnitzel, and fillets.",Plant-based,"Meat,Seafood",End product formulation and manufacturing,Other meat,"Chicken,Fish","Soy,Wheat",Europe,Germany,Bayern,Kemnath,https://www.veggie-gourmet.de/?lang=en,2015,,veggie gourmet.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/tISH8rUnNNdaIc00-KW5Mg/Xr6m2DzIoZ-II52yb0fp2b6TlYN-7D1K4QoSAlt0kWwkrFLJEEWMqkpE_HM53Gj0W9PA6kSPoOBMxCNBSLHreEndIYEinyHb8_3S_o-68GI/Ib8UPJ-llCzOXgWSZcesveYmTNY0P-K506yInSjKRF0)
Tivall,"Israel-based company that makes several kosher vegetarian meat alternatives, including burgers, nuggets, schnitzel, and hot dogs",Plant-based,Meat,End product formulation and manufacturing,"Other meat,Ground meat,Whole muscle meat","Beef/veal,Pork,Chicken","Soy,Wheat,Egg,Pea",Africa/Middle East,Israel,,Lohamei Hagetaot Kibbutz,https://www.tivall.co.il/,1985,,tivall.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/ssojqpc6NsKSVKHQbh600A/d2tJ3TwT29XFFT_d4Fph-bxGRvVNdHoSGKUFIf2n2p76pfx2pxVPP7sDchn_ot0G7GYleiMcIvERQ-0-JqF1cK_aknsXCmI1Ex_rSu-KHAw/tWN00HRWl8SSuoqq0IQVTuCOy7DvYu1WCoVuSirAr38)
Tensei,Brazilian producer of soy-free plant-based meats. ,Plant-based,Meat,End product formulation and manufacturing,"Other meat,Ground meat","Beef/veal,Pork","Quinoa,Chickpea,Beans,Mushrooms,Pea,Potato,Other,Seeds",Latin America,Brazil,Rio Grande do Sul,Farroupilha,https://tensei.com.br/,2014,,tensei.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/BmOUNW1_z5mFmHg_A0xVFg/H-S8Z-vwEbeaNM0KVs1EtgPR7XrQO6qeQ_sE0jBAb8yxzMaPpfPK1dzfaK0XKGULEK7zwyDJxTMayhdPyQdAvmbXOdylTjM7jgtd8gpkbsY/71oZ-Nn7PUVLKGJBKq0sKOD7qEwNsjhutAruGXcMj1Q)
Royne,"Spanish makers of ice cream products, including some non-dairy options.",Plant-based,Dairy,End product formulation and manufacturing,Other dairy,,,Europe,Spain,,Madrid,https://www.royne.es/en/home_en/,1939,,royne.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/ulnGYOsHekc8Jy2GkRWrVA/tiSoNLhPynlJecGGXdjbUX42JZyP1SA9OngRzPmzq6oFyfIvQiJk5Wf73LmbfETJULfm0bGBDoPEfXspdXIq7SPuEF90Qk8epTcCG0wJd24/kYBOZHta-rMlMKmXFo-Sq3cZFlnWdl-_t6-P-buw93E)
Provitamil,UK-based producer of oat milk.,Plant-based,Dairy,End product formulation and manufacturing,Milk,,Oat,Europe,United Kingdom,,Norfolk,https://www.provitamil.com/,2012,,Capture.JPG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/L_9f-1Pn0rRXChg3T5gNNA/Cnuy18wpraZdnVbdlQ8QQNNAYLUL3yzDy-8Xrjn4XI9uR1D2mUn0flCZ_B1gOYJAGSusUXyVw6AZfADb-o1Y8kJj0cS9P18ae-STJa16nQg/Vo6tznrWrsV2Lt-gSExWsZznPofARCnVWmMXRPEQztk)
Synnøve Finden,First cheese producer in Norway to debut a line of vegan cheeses,Plant-based,Dairy,End product formulation and manufacturing,Cheese,,Rice,Europe,Norway,,Oslo,https://www.synnove.no/,1996,,synnove.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/VavyYqKrdeIJ_ijYmrmEhQ/7qPnlb7-3z0YGfusOZHKmtm09V1ccNATmOjj-e0tLrtHOe9S88wa-ya-JWNZmJNjpODFsquAYz9GmK_FOzgyhfJpS995qINOLnOne0W2frY/guox-hydp7IZBN_CZS1cNNyxScWQ8Gx9uhgAbY_rfUA)
Sheese,UK-based producer of plant-based cheeses. ,Plant-based,Dairy,End product formulation and manufacturing,Cheese,,"Soy,Oat,Coconut",Europe,United Kingdom,Argyll and Bute,Rothesay,https://www.buteisland.com/,1994,,sheese.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/i8B1la45Fwz-aWS2aH6qUQ/-KgptEilRXyHKDfGfoS-Azm44vou0pnwtJfYSsKf1X47UugO9s7-0EsjVp6aQtD7n-k-ZUE4bBzG4QFYL5cFYswUwa8BQUr0wFFJryTGB-M/p-xd60FlM7ZzJDoJO57yWALIxheu41Mba6ejPQKyr-w)
"Nutree
  Life",UK-based manufacturing and service provider to the plant-based protein industry. ,Plant-based,Meat,End product formulation and manufacturing,,,Pea,Europe,United Kingdom,,Preston,https://nutreelife.co.uk/,2017,,nutreelifelogo_410x_c60b8f9e-17b4-4eae-8f38-dea3e93d32df_410x.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/mQWDVYisniK9ZFtCeaR_Aw/l-D5OwxuKorgg5ntwb65FsmdMvd4nNY8luqEOqsNLO9eYz_CFIkgC6buSsW57_B-k47KJNQi4WhMUJUFwq2VNm2GIEctOxdEJGyc7ONHJFKwrSPBfkXIbtxQNYKByNw1pu8mPSppgWHVutS5GULiK58dKHS-TgM742DgnchFm2s/wvRGjpDoC3J-v2NbbrTaGRunsIqAIE26LPEv3DIFfWY)
Qualicoco,"Brazilian company producing many coconut-based products, including butter and milk.",Plant-based,Dairy,End product formulation and manufacturing,"Other dairy,Milk",,Coconut,Latin America,Brazil,,Santo Antonio da Patrulha,http://www.qualicoco.com.br/,1992,,Screen Shot 2021-01-26 at 5_14_06 PM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/xdhqTtVIZRsaYtm8omJnuQ/V-G8CUMQVAD__I9XGOLga6B20zq96FEUucglRQm__XrYgvHwVEis-A6PAluN5y1LjgGY82e7KuPn1KHFXZVNbdpdy-E9oqdmypovnC0Q3MAO04amR19F8O-M3zJ-l-dF/iniEBn4uA3Pig_Zux5rXrpD-RuRbswWhko7VDb9xoTs)
Verys,Italian maker of rice-based cheeses.,Plant-based,Dairy,End product formulation and manufacturing,Cheese,,Rice,Europe,Italy,,San Vito di Altivole,https://www.verys.it/en/,,,verys.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/NHdW5SQui11uBFGRcDbj9w/OcYDUrUqMMuc12vreeQ8aJpC01nHKICG94-p4Y82YVP7tOlLXa4tJlwYUtgpFU9FdKKyi69hKCY7hc-zSt7bI8TFzfWRp52E7anh6QDaZf0/O_ZzMnEyjbW_dl_wudBe1JSKx92mcLmG9YtiQ1XN_VQ)
"The
  Coconut Collaborative","UK-based company whose yogurts and puddings are dairy free, gluten-free, low in sugar, and vegan",Plant-based,Dairy,End product formulation and manufacturing,Other dairy,,Coconut,Europe,United Kingdom,,,https://coconutco.co.uk/,2014,,coconutcollaborative.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/qlU98rltN3wyAHavNqXvcQ/q2VcMLP6kvxtUptGRb31GWE5nNOD2x2GEAqOLYmy11z8ipEwRQXAhsBdNtcWFg6s9A6ErFu1ILmmWkqKQE07zxv6pvhwcvHzXHWs3_jN46Q/E4jx-RY38oGfgIWPE_PxRFG9Az14ip7ZA_k1xpEJRtI)
"Soja
  Mania Indústria de Alimentos",Brazilian producer of soy-based meats. ,Plant-based,Meat,End product formulation and manufacturing,"Other meat,Ground meat",Beef/veal,Soy,Latin America,Brazil,Santa Catarina,Blumenau,https://www.sojamania.com.br/,2004,,sojamania.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/0uNwvX-htDh-4OeyuGdThA/umFeQ0QMT0yKow31tGAY4727iT_3ZJz1X10tOQbqQl0mdbt7gHj_PTPMNkKCeTmF1DuteOarKZo2lgIR1X0mfWQS148XE31CzwH2MvW8ZaE/XlAHveuJw_1RMULlXR0z6WwGYAcJX6IZd0dBsoF8YCs)
"La
  Ferme Biologique",France-based producer of conventional meat that also offers vegan options. ,Plant-based,Meat,End product formulation and manufacturing,Ground meat,Beef/veal,Lentils,Europe,France,Vaucluse,Cavaillon,https://www.fermedubio.com/,1984,,
Veggifood (LINCK - FIT FOOD - VEGAN DELI - VEGGI DELI),"Monaco-based family of vegetarian and vegan organic products, including deli meats, cheeses, pâtés, burgers, and more. ",Plant-based,"Meat,Dairy",End product formulation and manufacturing,"Ground meat,Other meat,Cheese","Pork,Beef/veal,Turkey",,Europe,Monaco,,Monaco,https://www.linck.mc/,1998,"Anthony Verhaeghe, Gregory Verhaeghe",Linck-logo.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/vn3mRKBYds9H1897DjRUtA/KSko6tlmk5TXCzOxEERyMi9zA4Q1liksRTDXDxwSQije06bvCGH8UP4-fUVK9Dq9YiuTtX8PBcfcnjciySG31D7cpkkXjklizSqJqqWaA0s/TgUTt2sqQ3aneJDPWZcUjsyTnXADN30ckh85HRrIaqc)
V-Soy,Malaysian producer of soy milk.,Plant-based,Dairy,End product formulation and manufacturing,Milk,,Soy,Asia Pacific,Malaysia,,Kuala Lumpur,https://vsoymiddleeast.com/,,,V-soy.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/7RZWJntXgwaexsQH1FfJLA/eX6XexZR1CfyewejgU2H2gaWVHSxmtrJEWfOeFJacowI3ZQCxerqQ_02n8SGnVeGl7JUGvTKeQeRrJVtcXTLbznSll74PPbvI1qRZTUeU7E/F6sGjDVd3wKoizr-pLBBReUUDrFAUu4Nw9mVPCvhlSs)
"Jay
  & Joy","""The First Plant Creamery of France. We make alternatives to cheese based on organic almond milk and cashew nuts.""",Plant-based,Dairy,End product formulation and manufacturing,Cheese,,"Almond,Cashew",Europe,France,,Paris,https://www.jay-joy.com/?lang=en,2014,Mary Carmen Iriarte Jähnke,jayandjoy.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/PpMqzsYW6Qr1RGqVbmaItg/BE2lpJi3zoh5o5LPCqmMHmThOkHeuaYq-cjBX3nU3ihh1pPiheAqTsX0OLZ0dwlSV4rAnImmct7bHkjrVPk3WiV2afzWQO9Ddue4FUxgKXw/aNpmslUAJocevB0KrG3Qkliq6QeftzWcHgy2fvjtZFw)
"Végétal
  Gourmand","France-based maker of plant-based foods, many of which are meant to substitute meat in dishes but aren't necessarily imitate specific animal meats. ",Plant-based,"Meat,Seafood",End product formulation and manufacturing,Other meat,"Fish,Other","Wheat,Lupine",Europe,France,,,https://www.vegetal-gourmand.fr/,1987,,vegetal gourmand.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/Xr7ixCNADboRkzWTmi-gzg/Q8L8W_0NIOb0iLZhtlnbfUu_MXpHFoa7Kc67Ax75HGVQv52Z4bQtUB0BNgjyZ9chnSZAdO6h0TtU1Ki-2LM7L24RcO1IvZTOqpYa5NKsv90/kN_WcTkeFLisIwuLaMMaAac-8bHxE22xeGTI0S1eNEY)
Marfrig Global Foods,"One of the largest beef producers in the world, based in Brazil. Partners with ADM to produce plant-based options under the brand ""Plant Plus Foods.""",Plant-based,Meat,End product formulation and manufacturing,"Ground meat,Other meat","Beef/veal,Pork",Soy,Latin America,Brazil,,,https://www.marfrig.com.br,2000,,Marfrig.jpeg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/VqUsvGKbA44YYi0IOhsVUQ/tTqZ0NwP_euq2ny9jGRooY-MmsmzkTQFzkL1T79a9fkJaoyJEAyOdYmiyudR3VBUd6gH4KJxqJsQ9rJ0sAz0RVvdlwZhVq-6T14SODZ3qiY/nNdVvQlyN1V9SRdH-78GC406fW6b4m531cdP904_V7U)
One Good,"India-based makers of several plant-based milks, curds, mayo, and cheese.",Plant-based,Dairy,End product formulation and manufacturing,"Milk,Other dairy",,Cashew,Asia Pacific,India ,Karnataka,Benbaluru,https://goodmylk.in/,2016,,goodmylk.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/nu1MqIJsUWHce9S0JV5rWA/Cv-gXI-flI9zLCpw5yFTE5dF5YYpq4WMRTYBWavu652eW0mxfA9Kq_B3p4pbmH99huGmrcuAIw72iT3aeIgy7gMJq6MR0XaaP8ZLqUDqfJg/iLhp-MpAIQjd2wkdwCVTRQB_6tGjdnpjUsIwDsHhrAI)
"Isola
  Bio",Italian producer of various plant-based milks.,Plant-based,Dairy,End product formulation and manufacturing,Milk,,"Soy,Oat,Almond,Rice,Coconut,Hazelnut",Europe,Italy,Rovigo,Badia Polesine,https://www.isolabio.com/en/,1999,,isobio_logo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/ROATkgJWUAl2zCeKcPvwfA/0AcjK0y7IZySkqFEG_M87ogPot_BMfC_zo4fq5gNEab8x5MLGfn6zRmKtX5U9dHTGKIrpLK_V02nnLKv8_DjjB8f6I1m97mKmNNsZVES7j0/U6w9OrtEi-vNXz7pf43EWoTuRSpPhPnIMwRaGTDFnjI)
Wiesenhof,German conventional meat company offering some plant-based options.,Plant-based,"Meat,Seafood",End product formulation and manufacturing,Other meat,"Chicken,Fish,Pork",,Europe,Germany,Niedersachsen,Visbek,https://www.wiesenhof-online.de/,1965,,weisenhof.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/MtnQuMY0CjPRutdWBTkgXA/_4cStQ3kweucVI8Udi4KhjNaLDgnRKNM6Qs1JAwtqCpMwQKFM1jCEsmjnX57bsnD7V03JwaIt30r2ex0kU1TmstAGgUx30IWO9THx3miEEU/0YRsEPt46QcfidsbaXpa75sw56l5DkrxzvoyyZuj06s)
"Mon
  Surgelé Végétale","French company that makes variety of plant-based meats along with other gluten-free, vegetarian, and vegan products.",Plant-based,"Meat,Dairy",End product formulation and manufacturing,"Ground meat,Cheese","Beef/veal,Chicken","Wheat,Pea,Soy,Coconut,Sunflower",Europe,France,,Puiseux-Pontoise,https://www.monsurgelevegetal.com/,2016,,c45b61_b7b929034ad249a7abaaf2bc8a2d47d6_mv2.webp (https://v5.airtableusercontent.com/v1/14/14/1674252000000/9B6542je8LE44LEDj6jH3w/jffyG_mutYwvxfDZ-lHCOPdFTda8xk63804jy5xfcSMqhtuHuRWF0zB9KU6l9UcjBLTEO31i4yhdx6fGxdOJddxyM4ZR4n34XKOvi0jjXC89CXGBrXrlcQ-S3RwqYApDcVWlQ_YwLyp4NwAb3FCulg/oCKpuRcnym0dYbFFD8-mHyIPp_l3vm7cKwQyqfsrnjQ)
Vossko,"German food retailer, offers some plant-based products, like burgers and nuggets.",Plant-based,Meat,End product formulation and manufacturing,Other meat,"Chicken,Beef/veal","Pea,Rice",Europe,Germany,Nordrhein-Westfalen,Ostbevern,https://www.vossko.de/en/,1982,,vossko.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/ssxaKOF7JzRnk9V3pCPwiA/b183SjBb7S0t-UdRZuSR6eHotiXf_lRazQHwJKTkPQdVBjq71gw9xlKgKkPegpaiFdOL1Yg1yt0qeJ921v2oHsW3yEQcE9xF0QzYZfEJWwY/QdWeI6qjzMxflgnAo2QGprBhtjoR6LmzL-xoiHdRMPA)
"The
  Herbivorous Butcher","US-based vegan butcher that makes fully cooked, meat-free meats and cheeses in-house for sale in-person and online. ",Plant-based,"Meat,Dairy",End product formulation and manufacturing,"Other meat,Cheese","Chicken,Beef/veal,Pork,Turkey","Wheat,Soy,Almond,Pinto Beans",U.S. and Canada,United States,Minnesota,Minneapolis,https://www.theherbivorousbutcher.com/,2013,,herbivorousbutcher.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/IudhV_tBSn6IDIEfzUQdqw/rjaipDzkZTdHsgqAPkVw9TQHzlw9HX7Y2reqXpAkQHKrucJulSx_pCCVboIdQ1fh2teYG00W0qO7BhVt8lwmNlTmPtmlsXk4MaP4EQPTNZ8/z2_VfKJOg25cFNfWOIwlzsNA3gSPECtPt61Zt39rhys)
"Life
  Company Indústria Alimentícia",Brazilian company producing soy-based cheeses and desserts.,Plant-based,"Other,Dairy",End product formulation and manufacturing,"Cheese,Other dairy",,Soy,Latin America,Brazil,Sao Paulo,Hortolândia,http://www.lifecompany.net/,2008,,Screen Shot 2021-02-01 at 11_53_40 AM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/RGga2xFMGSDKG1hdc4jXcg/sIFquWBEXoOXri45qjY_ortdfeFucdDLfxPn2AMZdiuz-Dn6iyy8NWhFTh2nCtYs1Qbcz277IQkQmsL6wG7IGMoV2ATOwwbQX0hIR5w9J4icOCtHhrDMxSuxbSnHSc4Y/H9tOpqshyiXNxvtfK5oCshO6yzkygkp7m6EapjiF_Tg)
"Lord
  of Tofu",Germany-based company producing tofu-based meat and seafood products.,Plant-based,"Meat,Dairy,Eggs,Seafood",End product formulation and manufacturing,"Whole muscle meat,Cheese,Ground meat","Duck,Chicken,Fish,Pork",Soy,Europe,Germany,,Lorach,http://www.lord-of-tofu.de/,1995,Dörte & Freddy Ulrich,logo-plus.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/iALDgLq5Zai0DheplSUz3Q/gsBVqZmRhEvHW9wdT9qD6PpuCXK2E9IL2KSiW8XNwoVrytq2v0OVqW-j9-fKzucLt8xWSic2tfz-NK_qAk3cuUw1HllXJtiNiBURaTG2V5w/aYbZyg8eXc3zkdnZqQQqDGs1n3M8ImTyQrJUdoN8fNQ)
"Silver
  Moon","UK-based producer of plant-based cheeses, which are cultured or cooked, using cashews and other tree nuts, plus a variety of plant based milks.",Plant-based,Dairy,End product formulation and manufacturing,Cheese,,"Cashew,Soy,Almond",Europe,United Kingdom,,London,https://www.silvermoonfood.com/,2017,,silvermoon.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/-xvbP8sG3kW_z96VzjdwMQ/62fllH6qf3SDUGXOQIywcolv9uUeLr68gUwRv6iDcdbpQqnCW8fm1UAt19kuK95B2Upof6rYHC9haaA1RyBjhv47zeov_mk3dVak6A_7znE/K9fnLgQz5ZHB4SujrCzoeULG1lFAoQRu2t_DEST4fTg)
Plenish,UK-company that primarily produces juises and juice shots that also offers nut milks. ,Plant-based,Dairy,End product formulation and manufacturing,Milk,,"Soy,Almond,Coconut,Oat,Cashew,Hazelnut",Europe,United Kingdom,,London,https://www.plenishdrinks.com/,2012,,Screen Shot 2021-01-26 at 3_19_56 PM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/aYKqWOhlYIYZcr65SzRTeg/CinrKwKmZ0KAwUL-S-npEV61PL92NQqYHUGbZrVGmpk3TEbtpnvs5TeLaAhnMFvxC9ivP3jzN1R9f9lNG_m9IDdHfA-SBnE9G_CkNVhsZC0Xhs6-60n1dno1USALbFqY/Ba187w0LQYYoDAcTMxc0qkWLkD8Uu1sr0QVRxoJhNQ4)
"Marin
  Food","Primarily makes animal-based margarine and cheese, but also offers a few plant-based options. ",Plant-based,Dairy,End product formulation and manufacturing,"Cheese,Other",,,Asia Pacific,Japan,Osaka,Osaka,https://www.marinfood.co.jp/english/,1957,,Marin Food.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/75LNLho6gNZzzg_Y-xYczg/LPLpk3cH2LwM6CRqNJAzvCfxXSeZ_QgscegYN4WVtN-qgmc5TX3UsvDUit1RcL9o1zmyqBOI1NBKdYq_aPXZI_7sLw60hVFKl9YgWDxeqOs/hBjiwcpnGd3JqP7eJMZErc9riVwyQ2XS2mh63-lX-Zs)
"Sorvetes
  Hoba",Brazilian producer of plant-based ice cream. ,Plant-based,Dairy,End product formulation and manufacturing,Other dairy,,"Cashew,Banana,Other",Latin America,Brazil,,Rio de Janeiro,https://munddi.com/hoba,,,sorvetes hoba.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/81slAZXWpK3S7WlPXnqz3Q/oc-sZGoP8taSz3PlO9ypSIe3mVrpscsI0YdlVevFWO9yoMeuQYQFHegJCCiIHv3qhuLMytfrzdM7raHEL83tOWhAyL0ce1bGA-eP-RYLGAw/jaDzcuRaO8Td_Tc-r50XSJ75O5a_WZeblmE5lRbHf0Q)
Real Lancashire Black Pudding,The V Pud was the worlds first commercially produced Vegetarian Black Pudding. In 2007 the recipe was adapted to be completely Vegan.,Plant-based,Meat,End product formulation and manufacturing,Other meat,,,Europe,United Kingdom,Lancashire,Haslingden,http://www.reallancashireblackpuddings.co.uk/http://www.reallancashireblackpuddings.co.uk/,1993,,V Pud.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/PZkybVjfrwnHlKQVWmELaw/gnZDUJ0PfjA697fiKqGb0-0qUjPoCFWahDA-SC_Qx2rV8IGG0sb7iU_-1dnsIhphCDSX5Lm6l0coWbXCIcM72g/AXk0g0SNzjviHc0wJEI6OAb8mVX-RIzlLbrKP9i9fgE)
"Nutcrafter
  Creamery",UK-based producer of plant-based artisan cheese and butter.,"Plant-based,Traditional fermentation",Dairy,End product formulation and manufacturing,"Cheese,Other dairy",,Cashew,Europe,United Kingdom,,,https://www.nutcrafter.co.uk/,2015,,Nutcrafter_newlogo_online_2_200x@2x.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/XijqrldpFgWeAVXeea-MdQ/HAd6jyU8w2VMIEyAvu-v-ASqma_f0emkACvJvOPdWtTAkkCVIjaS6oFg6Fj8R-H8_T-sv7_J3Sxfh0FQHGGmjppK1qzHoDaff8H1ZOm5oE1PZysAhCj_mbbNgezngC9P/qKXFCwdy9HnE-527FWKICd1R1YrnHOkkcojvbdZqcN8)
Mandorella,"Italian producer of almond-based cheeses, creams, sauces, and ingredients.",Plant-based,Dairy,End product formulation and manufacturing,"Cheese,Other",,Almond,Europe,Italy,,Toritto,https://www.mandorella.it/,1985,,mandorella-logo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/LJu67LekskXFFv2A7iahyQ/J3dIpgJBP7lu1NGRBLKv51As5SLqVJvK8M9FLmO8bePyBBgz-duF9sUmueiXh1U7JPLr7qe8e_aDJIYN8sGrAuBUtIN-ulq1YqSmt1PJwm4/6AuInF-qQdazbfEAwc7eT4XiNGEGemBkJsEsouIyr7g)
"Haagen
  daz","Produces ice cream, has some non-dairy options. ",Plant-based,Dairy,End product formulation and manufacturing,Other dairy,,Almond,"Europe,U.S. and Canada",United States,Minnesota,Minneapolis,https://www.haagendazs.us/?gclsrc=aw.ds&&gclid=Cj0KCQiA6t6ABhDMARIsAONIYyxM3rPtTTqG-epzxuYGwQ7sV-ColieM-5TA_M3h-F4xTlFg5u5ZD8kaAi-UEALw_wcB&gclsrc=aw.ds,1960,Reuben Mattus,logo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/m_cQDKPgREq_LqLvH-YmQw/zQFlyCAi7GOhZjYC1Slu6lfpRT9OhrBu1ipGLaG9VN6h2onEuzHUcWnwklVQCJicIxeeJINg-0deiDeeoJX7Fg/u1pnZQ-s4z0o_OZsRwfgwjyvfUe7ecD8iQM62cXrJLE)
Iglo (Nomad Foods),UK-based frozen food manufacturer that offers a couple of plant-based fish and meat products. ,Plant-based,"Meat,Seafood",End product formulation and manufacturing,"Ground meat,Seafood","Fish,Chicken,Beef/veal","Wheat,Rice",Europe,United Kingdom,,Feltham,https://www.iglo.de/sortiment/vegan-und-mehr/vegan,2006,,
